"date","humidity"
2005-01-01,87.875
2005-01-01,87.125
2005-01-01,87.125
2005-01-01,87.1666666666667
2005-01-01,87.375
2005-01-01,89.2083333333333
2005-01-01,89.1666666666667
2005-01-01,88.0833333333333
2005-01-01,84.2083333333333
2005-01-01,74.75
2005-01-01,66.5833333333333
2005-01-01,59.0833333333333
2005-01-01,55.4166666666667
2005-01-01,53.875
2005-01-01,52.875
2005-01-01,55
2005-01-01,60.7916666666667
2005-01-01,72.0416666666667
2005-01-01,77.875
2005-01-01,80.9583333333333
2005-01-01,83.75
2005-01-01,86.5
2005-01-01,87.5833333333333
2005-01-01,88
2005-01-02,89.7083333333333
2005-01-02,91.5833333333333
2005-01-02,90.5416666666667
2005-01-02,91.9166666666667
2005-01-02,93.4166666666667
2005-01-02,93.7083333333333
2005-01-02,93.4166666666667
2005-01-02,91.75
2005-01-02,90.25
2005-01-02,81.7916666666667
2005-01-02,71.0416666666667
2005-01-02,64
2005-01-02,59.9166666666667
2005-01-02,58.6666666666667
2005-01-02,59.625
2005-01-02,60.7916666666667
2005-01-02,65.6666666666667
2005-01-02,74.6666666666667
2005-01-02,79.125
2005-01-02,82.4583333333333
2005-01-02,84.7083333333333
2005-01-02,87.0416666666667
2005-01-02,89.7916666666667
2005-01-02,90.5416666666667
2005-01-03,92.1666666666667
2005-01-03,93.2083333333333
2005-01-03,93.75
2005-01-03,93
2005-01-03,92.5833333333333
2005-01-03,93.5833333333333
2005-01-03,93.1666666666667
2005-01-03,93.8333333333333
2005-01-03,93.3333333333333
2005-01-03,87.7083333333333
2005-01-03,78
2005-01-03,67.5416666666667
2005-01-03,63.9583333333333
2005-01-03,60.9583333333333
2005-01-03,61.125
2005-01-03,63
2005-01-03,68.5416666666667
2005-01-03,74.6666666666667
2005-01-03,78.7083333333333
2005-01-03,80.2083333333333
2005-01-03,81.9166666666667
2005-01-03,82.9166666666667
2005-01-03,84.0833333333333
2005-01-03,83.6666666666667
2005-01-04,83.9166666666667
2005-01-04,84.8333333333333
2005-01-04,85.3333333333333
2005-01-04,85.375
2005-01-04,86.5
2005-01-04,87.9583333333333
2005-01-04,88.8333333333333
2005-01-04,88.375
2005-01-04,84.4166666666667
2005-01-04,75.4166666666667
2005-01-04,68.375
2005-01-04,61.6666666666667
2005-01-04,58
2005-01-04,54.7916666666667
2005-01-04,54.6666666666667
2005-01-04,55.9166666666667
2005-01-04,62.1666666666667
2005-01-04,70.375
2005-01-04,74.75
2005-01-04,77.0416666666667
2005-01-04,79.0416666666667
2005-01-04,81.5
2005-01-04,80.0416666666667
2005-01-04,80.25
2005-01-05,83.125
2005-01-05,85.1666666666667
2005-01-05,86.0833333333333
2005-01-05,86.7083333333333
2005-01-05,87.2916666666667
2005-01-05,85.8333333333333
2005-01-05,87.4166666666667
2005-01-05,86.0833333333333
2005-01-05,82.875
2005-01-05,75.4583333333333
2005-01-05,68.75
2005-01-05,63.9166666666667
2005-01-05,59.5416666666667
2005-01-05,57.6666666666667
2005-01-05,58.125
2005-01-05,59.375
2005-01-05,66.2916666666667
2005-01-05,72.0833333333333
2005-01-05,75.7916666666667
2005-01-05,77.4166666666667
2005-01-05,79.6666666666667
2005-01-05,80.625
2005-01-05,81.4583333333333
2005-01-05,81.7083333333333
2005-01-06,83.375
2005-01-06,85.5833333333333
2005-01-06,86.5416666666667
2005-01-06,87.25
2005-01-06,86.2916666666667
2005-01-06,86.25
2005-01-06,86.75
2005-01-06,87.5416666666667
2005-01-06,86.125
2005-01-06,82.1666666666667
2005-01-06,75.4583333333333
2005-01-06,71.375
2005-01-06,69.5
2005-01-06,68.625
2005-01-06,70.25
2005-01-06,70.4166666666667
2005-01-06,73.5
2005-01-06,73.9583333333333
2005-01-06,74.6666666666667
2005-01-06,74.9583333333333
2005-01-06,75.875
2005-01-06,77.0416666666667
2005-01-06,77.5833333333333
2005-01-06,79.2083333333333
2005-01-07,77.75
2005-01-07,77.3333333333333
2005-01-07,78.9583333333333
2005-01-07,81.5
2005-01-07,80.7916666666667
2005-01-07,83.7916666666667
2005-01-07,84.7083333333333
2005-01-07,86.7083333333333
2005-01-07,82.7916666666667
2005-01-07,73.2916666666667
2005-01-07,65.5833333333333
2005-01-07,60.9583333333333
2005-01-07,57.1666666666667
2005-01-07,55.2916666666667
2005-01-07,56.7916666666667
2005-01-07,59.5416666666667
2005-01-07,63.4166666666667
2005-01-07,67.75
2005-01-07,71
2005-01-07,73.2916666666667
2005-01-07,73.5833333333333
2005-01-07,75.0416666666667
2005-01-07,77.625
2005-01-07,79.7083333333333
2005-01-08,83.875
2005-01-08,85.75
2005-01-08,87.1666666666667
2005-01-08,89.25
2005-01-08,89.625
2005-01-08,90.5833333333333
2005-01-08,92.4166666666667
2005-01-08,93.4166666666667
2005-01-08,90.6666666666667
2005-01-08,89.7083333333333
2005-01-08,86.2916666666667
2005-01-08,80.8333333333333
2005-01-08,77.75
2005-01-08,73.0416666666667
2005-01-08,71.1666666666667
2005-01-08,70.2083333333333
2005-01-08,73.375
2005-01-08,77.75
2005-01-08,81.4166666666667
2005-01-08,80.0416666666667
2005-01-08,76.9166666666667
2005-01-08,75.4166666666667
2005-01-08,77.5
2005-01-08,76
2005-01-09,75.7083333333333
2005-01-09,76.8333333333333
2005-01-09,77.0416666666667
2005-01-09,78.7916666666667
2005-01-09,79.2916666666667
2005-01-09,78.8333333333333
2005-01-09,80.1666666666667
2005-01-09,80.125
2005-01-09,75.5416666666667
2005-01-09,69.2083333333333
2005-01-09,65.5416666666667
2005-01-09,62.6666666666667
2005-01-09,60.125
2005-01-09,58.875
2005-01-09,58.25
2005-01-09,59.5416666666667
2005-01-09,63.375
2005-01-09,70.1666666666667
2005-01-09,75.0416666666667
2005-01-09,77.5
2005-01-09,80.5833333333333
2005-01-09,85.125
2005-01-09,86.2083333333333
2005-01-09,87.4583333333333
2005-01-10,89.2083333333333
2005-01-10,90.75
2005-01-10,91.7083333333333
2005-01-10,91.5416666666667
2005-01-10,90.625
2005-01-10,92.4583333333333
2005-01-10,93.0833333333333
2005-01-10,92.9166666666667
2005-01-10,91.1666666666667
2005-01-10,89.4583333333333
2005-01-10,81.4166666666667
2005-01-10,70.2916666666667
2005-01-10,63.125
2005-01-10,58.9166666666667
