"date","load"
2011-01-01,6263.6668630483
2011-01-02,6454.70516083758
2011-01-03,6686.37838315245
2011-01-04,6161.33689799153
2011-01-05,5362.68735432936
2011-01-06,5577.98202327338
2011-01-07,4919.06677412733
2011-01-08,5552.9872988549
2011-01-09,5930.23977432877
2011-01-10,6057.36143095691
2011-01-11,5623.94018521593
2011-01-12,5350.30800373667
2011-01-13,5747.38215955723
2011-01-14,5990.88596665502
2011-01-15,6324.72028723263
2011-01-16,6530.82873056544
2011-01-17,6730.89857136175
2011-01-18,6491.88323705683
2011-01-19,6245.66378821711
2011-01-20,6908.32890951243
2011-01-21,6331.82615367443
2011-01-22,6315.69828292893
2011-01-23,6133.95860517616
2011-01-24,6288.29131214562
2011-01-25,6752.84066075551
2011-01-26,6238.91392608296
2011-01-27,6432.69228737667
2011-01-28,5676.98197457022
2011-01-29,5947.94361157663
2011-01-30,6706.65315458412
2011-01-31,6939.81453344043
2011-02-01,6373.87276771474
2011-02-02,5675.054429844
2011-02-03,5776.09549455286
2011-02-04,5791.692298784
2011-02-05,6682.18423636339
2011-02-06,6015.86406354494
2011-02-07,6412.74842383055
2011-02-08,6138.39963061789
2011-02-09,5664.76068942953
2011-02-10,6173.73847207742
2011-02-11,5415.02236137001
2011-02-12,5522.12781975259
2011-02-13,5856.01199787465
2011-02-14,6207.00104669977
2011-02-15,6024.27530065696
2011-02-16,5710.66440071701
2011-02-17,5966.79766099761
2011-02-18,5889.14033553902
2011-02-19,5804.12935211765
2011-02-20,5829.98855788005
2011-02-21,5903.72474393469
2011-02-22,5722.15566740809
2011-02-23,5690.22510841961
2011-02-24,5966.04530528043
2011-02-25,5409.59850643594
2011-02-26,6079.42012747882
2011-02-27,5779.22710083066
2011-02-28,5953.74894547828
